Credit_Score,Income,Loan_Amount,Term,Age,Employment_Length,Num_of_Late_Payments,Num_Loans,Debt_to_Income,Home_Ownership,Marital_Status,Education_Level,Sex,Defaulted
534.9006422577697,61900.17390841001,5124.417419455773,15,24,39,2,3,0.37523231496504034,RENT,SINGLE,HIGH_SCHOOL,FEMALE,0
687.5698018345672,66001.56633591307,20459.48923943089,15,19,31,0,2,0.18307929039433812,MORTGAGE,DIVORCED,MASTER,MALE,1
589.9361310081194,90675.89863652084,50000.0,30,59,31,1,0,0.5372939560911973,RENT,DIVORCED,BACHELOR,MALE,0
620.8306250206723,8860.371740079725,18501.23651620192,15,41,29,2,2,0.40832378767989214,MORTGAGE,DIVORCED,DOCTORATE,MALE,0
589.8293387770603,47131.17312883274,8857.548572133683,30,21,12,4,3,0.30150941761351546,RENT,MARRIED,BACHELOR,FEMALE,1
835.2278184508938,23429.203693879477,20872.112369509676,30,61,0,0,2,0.26877666367357206,MORTGAGE,DIVORCED,HIGH_SCHOOL,FEMALE,1
648.6502775262067,79961.15613026396,5000.0,15,36,33,0,4,0.54342060898865,RENT,MARRIED,DOCTORATE,FEMALE,0
544.2289071044099,92359.79698513704,43903.16871332613,30,43,14,1,4,0.22075028966638235,MORTGAGE,MARRIED,BACHELOR,FEMALE,0
732.2544912103189,35840.676885031295,13986.683644064693,15,28,13,1,4,0.0364518523866052,OWN,MARRIED,HIGH_SCHOOL,MALE,0
527.9156350028977,138699.33816450165,11933.108238122037,15,57,28,4,1,0.300411123422785,MORTGAGE,MARRIED,BACHELOR,FEMALE,0
670.8863595004756,1288.2831501170658,17631.25521079921,30,67,33,2,4,0.3569831083139295,OWN,MARRIED,MASTER,FEMALE,0
454.03298761202245,13218.744010491006,19605.06106303654,30,60,17,2,4,0.17224087301411908,OWN,SINGLE,HIGH_SCHOOL,FEMALE,1
517.1813951101569,71222.59092799861,5000.0,15,28,6,2,1,0.20795118226096937,RENT,MARRIED,MASTER,MALE,0
669.6861235869123,112354.91513060773,22952.9345904876,30,62,28,5,4,0.27088766991001095,OWN,MARRIED,HIGH_SCHOOL,FEMALE,0
723.8466579995411,144196.38457289344,5539.63531783021,30,20,30,3,3,0.04194774751904856,OWN,SINGLE,MASTER,FEMALE,0
667.1368281189971,37055.786856553,25031.95722539067,15,29,24,4,4,0.48193529361030685,RENT,SINGLE,DOCTORATE,FEMALE,0
638.435171761176,113934.04167156477,34579.61427963438,15,20,37,3,4,0.26960042286556285,MORTGAGE,SINGLE,MASTER,MALE,1
619.8896304410712,58074.57652496464,32588.57891990959,30,59,13,0,1,0.6208246543019971,MORTGAGE,DIVORCED,BACHELOR,FEMALE,0
502.1478009632573,51368.63500295902,16081.618061498051,15,44,7,3,3,0.4688335591908051,OWN,DIVORCED,HIGH_SCHOOL,MALE,0
578.0155791605291,104182.99687433362,14686.463600932604,15,66,26,2,2,0.2541619893693439,MORTGAGE,MARRIED,BACHELOR,MALE,0
603.9361229040212,92616.14392067098,5000.0,15,19,1,3,0,0.13877425576752234,OWN,MARRIED,MASTER,FEMALE,1
755.7122226218916,18819.607849212465,29863.890152748565,15,66,16,3,3,0.34278507490600635,MORTGAGE,MARRIED,HIGH_SCHOOL,MALE,0
684.3618289568461,133827.0174862948,6332.86538217213,15,33,36,1,2,0.45820602434306884,MORTGAGE,MARRIED,MASTER,FEMALE,1
473.69598446372663,129004.56770737258,13731.195417994453,15,19,13,1,3,0.10640682124217354,MORTGAGE,SINGLE,DOCTORATE,MALE,0
682.4083969394795,28721.86492452353,6689.159933274842,15,47,24,4,2,0.10093206898383483,OWN,DIVORCED,DOCTORATE,MALE,0
611.4917719583683,79790.17667187046,5000.0,30,37,29,0,2,0.49698915383818526,RENT,SINGLE,DOCTORATE,FEMALE,0
582.3077999694042,84701.50931413694,19861.15146951845,15,55,28,2,3,0.35005452197862574,MORTGAGE,DIVORCED,MASTER,FEMALE,0
711.1676288840868,73033.68829119536,5000.0,30,45,19,3,1,0.30719488333279055,MORTGAGE,SINGLE,MASTER,MALE,0
753.099952249595,32484.742307728993,27617.798558361606,30,42,20,1,3,0.22967342138208813,MORTGAGE,MARRIED,DOCTORATE,MALE,1
743.1280119116199,26418.831603097424,7642.3986510779305,30,49,21,0,3,0.4628837200078556,OWN,DIVORCED,MASTER,MALE,0
566.0782476777362,58722.29645042773,5000.0,15,27,34,3,2,0.15731488468909344,RENT,MARRIED,BACHELOR,MALE,0
619.0787624148785,118636.45096296823,14313.138256088905,15,59,36,2,0,0.1532323238045852,OWN,DIVORCED,MASTER,FEMALE,0
683.1263431403564,87180.00772972162,5000.0,30,57,15,1,2,0.12620172947520752,MORTGAGE,DIVORCED,BACHELOR,MALE,0
747.5545127122359,41469.2833956947,6463.962198195594,15,50,16,2,4,0.149553568239941,OWN,MARRIED,DOCTORATE,MALE,0
602.082576215471,98584.93553241724,24550.048511866462,30,30,15,1,3,0.22582571868089082,MORTGAGE,MARRIED,MASTER,FEMALE,0
631.4341023336183,82427.13103150378,5000.0,15,58,1,0,3,0.7948839089703768,MORTGAGE,MARRIED,DOCTORATE,MALE,0
539.3665025993972,117438.28501860518,36569.11128429573,15,59,3,2,1,0.31524460670736754,OWN,SINGLE,HIGH_SCHOOL,FEMALE,0
530.3793375919329,26985.688938904976,5000.0,30,64,20,0,2,0.3685319696129212,MORTGAGE,DIVORCED,MASTER,FEMALE,0
731.2525822394198,41877.95292984339,5669.12346182991,30,54,38,3,1,0.14154232907559453,MORTGAGE,DIVORCED,MASTER,FEMALE,0
785.6240028570824,4016.50526869281,27011.136926222083,30,33,33,2,3,0.36187376810334265,RENT,DIVORCED,DOCTORATE,MALE,0
642.7989878419667,4734.073786045286,7603.847902394995,15,62,29,4,2,0.23806837052604987,OWN,MARRIED,DOCTORATE,FEMALE,1
750.3532897892024,118041.33936892597,5000.0,30,39,5,1,2,0.20420580841266806,OWN,DIVORCED,DOCTORATE,FEMALE,0
686.1636025047634,36614.93993440543,8933.05335129616,15,37,16,0,4,0.5050040708327036,MORTGAGE,DIVORCED,HIGH_SCHOOL,FEMALE,0
585.4880245394876,77325.19408653579,6304.992769775121,15,67,38,0,4,0.4198707864938515,MORTGAGE,MARRIED,HIGH_SCHOOL,MALE,0
686.1395605508415,57653.9710560408,36993.522742740584,15,60,24,4,0,0.1848673399341691,OWN,MARRIED,DOCTORATE,MALE,0
803.8036566465969,83852.04136115607,7518.550905876795,30,44,4,0,4,0.3446433197370657,OWN,DIVORCED,MASTER,MALE,0
646.4173960890048,63841.094553012765,31111.543154627012,30,58,4,5,2,0.5555536043507401,OWN,SINGLE,MASTER,MALE,1
806.4643655814007,4149.611209428484,44488.81815408057,30,33,19,0,4,0.6206594596247637,MORTGAGE,MARRIED,DOCTORATE,FEMALE,0
388.0254895910256,109813.340972357,11376.773450865927,15,51,15,3,0,0.3326109293853477,RENT,SINGLE,BACHELOR,FEMALE,0
732.1902504375224,35312.17084193438,48146.28146322393,15,49,36,2,3,0.4655578011923071,RENT,SINGLE,HIGH_SCHOOL,FEMALE,0
658.7047068238171,17829.09493298756,9474.38821119032,30,43,39,1,4,0.38774042090762295,MORTGAGE,SINGLE,HIGH_SCHOOL,MALE,0
620.0992649534132,38594.241951704375,50000.0,15,42,8,1,2,0.2838027171456893,MORTGAGE,SINGLE,BACHELOR,FEMALE,0
659.1760776535502,135037.98953171555,5000.0,15,19,4,1,3,0.18027770961226802,MORTGAGE,MARRIED,DOCTORATE,MALE,0
451.24310853991074,102511.08710567464,23232.272893199766,30,29,1,2,2,0.3606903214452604,OWN,DIVORCED,MASTER,MALE,1
628.0328112162488,42567.393279607044,13617.023364623064,30,57,8,3,3,0.26174892980378583,MORTGAGE,DIVORCED,MASTER,MALE,0
685.7112571511747,42537.114784078556,9808.986275250261,30,26,35,2,2,0.3709464413376127,OWN,MARRIED,HIGH_SCHOOL,FEMALE,0
797.7894044741516,43918.24743913087,20032.173348106553,15,29,21,3,4,0.174630537726529,RENT,MARRIED,BACHELOR,FEMALE,1
598.1729781726352,163837.39917804205,24338.262852702486,15,43,21,3,4,0.3656360562780008,MORTGAGE,SINGLE,MASTER,MALE,0
569.1506397106813,79096.77261157767,5000.0,15,26,21,1,0,0.15573460616986673,MORTGAGE,SINGLE,HIGH_SCHOOL,FEMALE,1
599.8242956415463,81502.08235955349,5000.0,15,27,33,2,3,0.12272776231574709,OWN,MARRIED,MASTER,MALE,0
741.5402117702074,111514.1727015921,24968.670625373325,15,49,28,2,0,0.5411885797368532,OWN,DIVORCED,MASTER,FEMALE,0
682.8751109659685,71939.45795132568,21955.377703349444,30,51,37,2,1,0.33350088411195233,OWN,SINGLE,MASTER,MALE,1
597.0239796232961,47047.89270896484,50000.0,15,65,32,4,4,0.11605761118979938,RENT,MARRIED,HIGH_SCHOOL,MALE,0
701.3267433113356,50182.50754575108,28628.99715513481,15,37,17,1,3,0.28270255620596996,RENT,MARRIED,BACHELOR,MALE,0
659.707754934804,56419.9370292968,50000.0,15,56,6,0,0,0.3202449016408759,MORTGAGE,MARRIED,DOCTORATE,FEMALE,0
746.8644990532889,58138.88817450792,24249.54405754175,30,19,0,1,0,0.3727884423006114,MORTGAGE,SINGLE,BACHELOR,FEMALE,0
579.7946906122647,96381.47718184898,7077.924980065297,30,18,32,2,1,0.46293765041442997,OWN,MARRIED,MASTER,FEMALE,1
617.2337853402232,62597.294290364975,5000.0,30,68,0,0,0,0.30685237668604837,RENT,DIVORCED,BACHELOR,FEMALE,1
610.7891846867842,96632.00386077896,30449.051522289614,15,53,23,1,2,0.16341578506865345,MORTGAGE,MARRIED,MASTER,FEMALE,1
503.64850518678816,55964.170994570886,20664.8759490405,30,41,3,0,4,0.11291657035485815,OWN,SINGLE,HIGH_SCHOOL,MALE,0
679.6120277064576,63931.75951580453,5000.0,30,44,3,2,0,0.2919959339279233,OWN,DIVORCED,HIGH_SCHOOL,FEMALE,0
676.1055272179889,39910.03422660538,8927.319174155142,30,19,17,2,0,0.3911316578997541,RENT,DIVORCED,HIGH_SCHOOL,MALE,0
650.511345664246,105816.38373512408,50000.0,15,48,26,3,1,0.21201952769077337,RENT,MARRIED,MASTER,FEMALE,1
626.5412866624853,77324.42379489963,13878.995879767008,30,31,31,0,2,0.17591720072213005,MORTGAGE,MARRIED,BACHELOR,FEMALE,0
508.46292579495855,109900.5054929826,11338.36750145098,15,19,32,5,0,0.17816691055291842,MORTGAGE,DIVORCED,DOCTORATE,FEMALE,0
607.9354677234641,84812.76890968447,12238.703940999978,15,46,27,5,4,0.18500932622098668,OWN,MARRIED,DOCTORATE,MALE,1
615.728548347323,164418.73523903638,5000.0,30,32,35,1,4,0.2872224558534371,OWN,SINGLE,HIGH_SCHOOL,FEMALE,0
569.7722730778381,53020.518592241315,9199.709051183403,15,29,5,4,0,0.244077624744839,OWN,DIVORCED,DOCTORATE,MALE,0
633.8714288333991,115409.14083687583,9234.781689040747,30,54,15,2,2,0.10039067460857114,MORTGAGE,MARRIED,MASTER,FEMALE,0
690.4050856814538,8004.7036437234565,5000.0,15,45,33,3,4,0.5070846832395546,RENT,DIVORCED,BACHELOR,MALE,0
838.618590121053,90638.69525312848,29183.119432260995,30,37,22,2,4,0.4574986724481241,MORTGAGE,MARRIED,DOCTORATE,MALE,0
667.4577812831839,7329.221841317194,10774.368453275396,30,56,23,3,2,0.20267801089675044,RENT,MARRIED,DOCTORATE,MALE,0
675.7550390722764,28811.551965209743,34539.65679565796,30,41,12,2,2,0.27088059251508484,MORTGAGE,SINGLE,BACHELOR,MALE,0
642.5554084233833,155701.5676933393,37988.85375477715,15,38,17,2,0,0.12363565798874872,MORTGAGE,MARRIED,DOCTORATE,FEMALE,0
458.1228784700959,50465.879961832674,5000.0,30,27,12,2,3,0.21260934820701644,RENT,MARRIED,BACHELOR,FEMALE,0
647.3486124550783,70871.64365898614,21421.11846942619,15,63,36,2,1,0.017791437165485813,MORTGAGE,MARRIED,MASTER,MALE,0
656.0230209941027,103503.38653443771,12783.857155214864,30,31,38,0,3,0.21266938294373128,MORTGAGE,SINGLE,MASTER,FEMALE,0
850.0,84784.09439863023,42431.4107860472,15,54,16,4,3,0.3617735658739731,OWN,MARRIED,MASTER,MALE,0
630.7639035218878,67520.94525717883,5000.0,15,35,14,4,4,0.22923178351761772,RENT,MARRIED,HIGH_SCHOOL,FEMALE,0
680.1547342333613,78248.05012331127,22652.475567668895,30,41,17,1,2,0.23828607842092847,RENT,MARRIED,MASTER,FEMALE,0
646.5288230294757,180170.77926191373,18717.225956861803,30,31,22,3,4,0.43911062365213016,OWN,DIVORCED,DOCTORATE,FEMALE,0
533.1321962380468,57119.06014832073,6999.703907803179,30,51,29,0,1,0.324077488541341,RENT,SINGLE,HIGH_SCHOOL,MALE,0
764.2822814515021,70054.95233574837,5000.0,30,29,33,2,0,0.15635726196781882,OWN,DIVORCED,HIGH_SCHOOL,FEMALE,0
725.1933032686774,112532.7198003806,21090.363271708567,30,39,3,0,1,0.3922074447459127,RENT,SINGLE,HIGH_SCHOOL,MALE,0
729.1031947043047,115276.2966478992,26833.87507570942,15,23,2,3,4,0.23270648589013807,RENT,SINGLE,MASTER,FEMALE,0
559.0612545205261,119351.51527801901,7585.053813203535,30,53,6,2,4,0.602107206748992,RENT,DIVORCED,HIGH_SCHOOL,MALE,0
790.2794310936099,91936.51110145923,20703.321253609964,30,62,17,1,4,0.2547529986376896,RENT,SINGLE,MASTER,FEMALE,1
509.8148937207719,2849.754363475826,10054.864411627348,15,53,6,0,4,0.11757099516942705,OWN,SINGLE,MASTER,MALE,1
708.685709380027,141671.5766150548,24979.88341665501,30,39,39,0,3,0.1758669119258064,OWN,DIVORCED,HIGH_SCHOOL,MALE,0
850.0,2682.7303490655977,5000.0,30,31,5,4,0,0.22854099500160785,RENT,MARRIED,HIGH_SCHOOL,MALE,0
550.9463674869312,75131.77326195166,44184.627905459834,15,33,21,2,3,0.47715251249524276,MORTGAGE,SINGLE,DOCTORATE,FEMALE,1
593.3702270397227,22286.207499032105,6776.9698546923755,30,53,0,2,4,0.20132766670773308,OWN,DIVORCED,HIGH_SCHOOL,MALE,0
659.9651365087641,56793.08267035037,9170.54630376678,30,42,3,3,2,0.10506157212915405,RENT,SINGLE,MASTER,FEMALE,0
599.6524345883801,76438.12051517403,5000.0,30,49,28,5,3,0.13685484929887212,OWN,DIVORCED,DOCTORATE,MALE,0
494.93365689338674,76067.86077251365,5000.0,15,50,20,3,4,0.07034352731387361,MORTGAGE,MARRIED,DOCTORATE,MALE,0
656.8562974806027,81096.03771176423,14507.70175976812,30,62,25,0,4,0.3295606459230273,MORTGAGE,SINGLE,MASTER,MALE,1
543.7696286273895,140685.56345293234,6228.369344514492,15,53,13,0,0,0.22102250805580095,MORTGAGE,MARRIED,HIGH_SCHOOL,FEMALE,0
697.3592430635182,82676.71507569899,36094.490154940126,30,37,8,2,1,0.3871636978318811,RENT,MARRIED,HIGH_SCHOOL,FEMALE,0
558.0575765766197,47792.168235467565,5000.0,15,35,11,2,3,0.4147605023306233,RENT,DIVORCED,BACHELOR,FEMALE,1
804.993440501754,108204.35841441786,9531.513113094143,30,55,5,2,3,0.2506060401001621,MORTGAGE,SINGLE,HIGH_SCHOOL,FEMALE,0
571.6746707663763,119473.52444623203,8230.03222683286,15,20,19,3,3,0.47401534562609954,OWN,SINGLE,BACHELOR,FEMALE,0
617.7938483794325,1380.3907568496215,5000.0,15,40,23,0,4,0.057470115233799336,OWN,SINGLE,DOCTORATE,FEMALE,0
731.351721736967,89870.0034924929,5000.0,15,49,26,0,0,0.38548114536670913,MORTGAGE,SINGLE,DOCTORATE,FEMALE,0
526.9135683566045,95058.63711554492,10676.51810951491,15,62,37,3,4,0.4871259736927597,RENT,SINGLE,DOCTORATE,MALE,1
672.7459934604129,45121.824832000406,13579.54438467984,15,33,7,2,4,0.2627365663712483,OWN,DIVORCED,BACHELOR,MALE,1
780.7142754282428,128785.34066558098,10360.017664794439,15,22,0,3,2,0.1881101007522715,OWN,SINGLE,MASTER,FEMALE,0
489.25167654387724,52497.220648373666,15140.392750266452,30,21,23,1,0,0.5491198284603409,OWN,MARRIED,MASTER,FEMALE,0
668.4633858532304,66278.82267357712,18083.867759270335,30,38,6,3,3,0.14414643419034595,RENT,MARRIED,DOCTORATE,FEMALE,0
675.9882794248424,51346.40878580652,5000.0,15,57,18,3,1,0.28680884417947,MORTGAGE,SINGLE,BACHELOR,FEMALE,1
728.182287177731,60778.95237907338,12475.973399332379,15,68,21,1,3,0.17421239774138444,RENT,DIVORCED,BACHELOR,FEMALE,0
526.3049289121918,5186.245655239909,50000.0,15,31,34,3,4,0.16349890804070852,OWN,DIVORCED,DOCTORATE,MALE,0
517.9543386915724,12002.544129714719,14639.10243169651,15,56,29,4,0,0.10412103245534904,MORTGAGE,SINGLE,HIGH_SCHOOL,FEMALE,0
702.1941565616897,139725.2531612486,22635.66426447793,30,48,28,2,0,0.519476829484264,RENT,MARRIED,DOCTORATE,FEMALE,1
679.6984673233186,17651.93258408361,7475.371593797608,15,31,21,1,0,0.14095813584713604,MORTGAGE,SINGLE,BACHELOR,FEMALE,0
675.0492850345877,10430.382527184644,29743.64261341995,30,23,10,4,2,0.19427256987064126,OWN,SINGLE,HIGH_SCHOOL,MALE,0
684.6448209496975,47669.50568018574,29649.1885297936,30,29,19,1,3,0.3706607601227964,RENT,SINGLE,MASTER,MALE,0
581.9975278421509,28051.91261552489,14733.458524055131,15,33,28,1,2,0.26714176321463384,MORTGAGE,DIVORCED,HIGH_SCHOOL,MALE,0
673.2253697161003,6154.489670374911,50000.0,15,34,33,3,1,0.18160050377854414,RENT,DIVORCED,MASTER,MALE,0
679.3072473298681,142100.75800681845,5000.0,30,62,0,1,4,0.1725392066812919,OWN,MARRIED,BACHELOR,FEMALE,0
578.5648581973633,110490.8544671317,5000.0,30,40,30,4,2,0.2745845282196118,MORTGAGE,MARRIED,DOCTORATE,MALE,0
836.5774511144757,25592.48274111381,29407.281679195654,15,31,29,3,2,0.18097731996695146,OWN,SINGLE,DOCTORATE,MALE,0
697.3832920911788,172621.79026721546,32917.42616131892,15,24,17,0,4,0.39132830918221145,MORTGAGE,MARRIED,DOCTORATE,MALE,0
530.8696502797352,109088.2743495797,5000.0,15,63,16,2,0,0.37926599193446736,OWN,SINGLE,DOCTORATE,MALE,1
715.655360863383,43758.43082456887,6173.561286960697,30,49,37,3,4,0.29652571754562623,OWN,MARRIED,DOCTORATE,MALE,0
552.5318329772679,64970.28574367866,5000.0,30,32,13,2,3,0.3526147575112777,RENT,SINGLE,BACHELOR,FEMALE,0
728.7084603742452,174547.12862953707,6943.224317033132,15,61,22,1,4,0.19368654373016678,OWN,DIVORCED,BACHELOR,MALE,0
765.8595579007404,9478.623338179808,29668.609042562242,30,34,24,4,0,0.26825781427280815,RENT,SINGLE,DOCTORATE,MALE,0
567.931768164829,22269.937347844592,14594.5855114414,30,58,14,1,4,0.1821569819938059,OWN,DIVORCED,HIGH_SCHOOL,MALE,0
746.3376129244322,111128.52160048201,8557.146861866831,15,64,21,1,2,0.5261826701604474,OWN,DIVORCED,DOCTORATE,FEMALE,1
691.2780926936498,181987.62031696364,9296.001263187309,15,61,2,0,1,0.124777547929926,OWN,MARRIED,MASTER,FEMALE,1
732.2060159994489,129213.6409255259,5000.0,30,51,18,3,2,0.2507956364705972,MORTGAGE,MARRIED,MASTER,FEMALE,0
839.6792982653948,88195.45600261798,7127.800478224141,30,22,33,0,1,0.28578641062653054,RENT,DIVORCED,MASTER,FEMALE,0
625.4611883997129,89737.7170832643,20795.101731210347,15,62,34,2,4,0.26210906425601715,MORTGAGE,SINGLE,MASTER,FEMALE,0
574.626383564251,102670.77793901539,50000.0,15,44,0,1,3,0.48697290897867657,RENT,SINGLE,DOCTORATE,FEMALE,0
561.0485570374476,97946.42948933825,37554.29997249383,15,69,20,1,4,0.21664215830146583,OWN,MARRIED,MASTER,FEMALE,0
568.4189715034562,74059.5711984688,5000.0,15,40,28,2,0,0.2806081650503514,MORTGAGE,SINGLE,HIGH_SCHOOL,FEMALE,0
642.2898290585896,65210.0551975938,45765.874984445174,15,57,5,4,4,0.3466370552987023,RENT,SINGLE,DOCTORATE,MALE,0
684.1151974816644,56870.34360502388,30575.453814203047,30,31,36,4,1,0.29428594709795913,OWN,SINGLE,MASTER,MALE,1
677.6690799330019,22301.770556666183,30316.77696697999,30,32,0,3,2,0.3114475008804538,RENT,DIVORCED,DOCTORATE,FEMALE,0
732.7183249036024,45966.2461566613,12249.62905712892,30,60,0,4,3,0.167090865294795,RENT,DIVORCED,DOCTORATE,MALE,0
651.3001891877907,24647.84070976927,10150.132519903915,30,50,26,1,4,0.10411726646726938,OWN,SINGLE,DOCTORATE,FEMALE,0
795.3534077157317,55083.0186602625,7216.97939964626,15,48,20,2,4,0.19708533475315376,MORTGAGE,MARRIED,BACHELOR,MALE,1
623.5343166762044,10570.444642454124,5000.0,15,52,15,1,2,0.38684222489626,OWN,SINGLE,MASTER,MALE,0
850.0,4820.534139211457,5181.5130086605495,15,34,39,1,3,0.2894650765385653,MORTGAGE,MARRIED,BACHELOR,FEMALE,0
712.5667347765007,68994.70755767392,5663.276170018667,30,45,25,4,4,0.25555015930450037,RENT,DIVORCED,HIGH_SCHOOL,MALE,0
564.2842443583718,129600.11431722996,13235.95769118734,30,36,15,2,4,0.2244111143255999,RENT,SINGLE,HIGH_SCHOOL,FEMALE,1
542.9107501938888,105915.83030011566,27522.477652134316,30,63,27,0,1,0.6009842472388122,RENT,SINGLE,BACHELOR,FEMALE,0
698.2472415243185,18525.030181158843,12841.851772313097,15,40,0,3,1,0.5705924664824104,MORTGAGE,MARRIED,MASTER,MALE,0
627.6537214674149,10518.593171483124,5000.0,30,49,35,1,0,0.25665449677539803,OWN,MARRIED,DOCTORATE,FEMALE,0
721.4000494092093,107038.55939941079,50000.0,15,57,9,2,2,0.08333335564029919,MORTGAGE,SINGLE,HIGH_SCHOOL,MALE,0
697.3237624573545,10875.630323084522,50000.0,15,30,16,2,3,0.7559339192671153,RENT,SINGLE,HIGH_SCHOOL,MALE,1
642.7171087343128,48768.34250014877,30759.984714558355,15,37,22,0,4,0.8197328139974288,RENT,MARRIED,HIGH_SCHOOL,FEMALE,0
565.3206281931596,87502.6049512276,50000.0,15,52,6,2,4,0.4854447487553563,OWN,DIVORCED,MASTER,FEMALE,0
498.5152775314135,11582.777256818234,15726.415532925796,15,22,6,5,0,0.23468462865882858,MORTGAGE,MARRIED,BACHELOR,FEMALE,0
605.3485047932979,65268.775307298,50000.0,15,26,14,2,4,0.5687097367494747,RENT,SINGLE,BACHELOR,FEMALE,1
735.6398794323472,6701.274745910225,5000.0,30,46,33,3,2,0.44364396924515725,MORTGAGE,DIVORCED,MASTER,FEMALE,0
671.4093744130204,29931.617802439316,9104.057992925536,15,23,3,0,0,0.27424981718571895,MORTGAGE,DIVORCED,HIGH_SCHOOL,MALE,0
525.4261221288012,75989.09670712685,5107.686587971822,15,42,13,2,2,0.3147057490708939,OWN,DIVORCED,MASTER,FEMALE,0
667.3180925851182,19649.68667658347,5000.0,30,48,13,1,0,0.11641480154355668,OWN,DIVORCED,MASTER,MALE,0
688.5317379728837,82023.73689801995,5000.0,15,39,15,3,4,0.4648783447730996,RENT,SINGLE,BACHELOR,FEMALE,0
561.6142563798867,59018.110053665936,19479.11944783962,30,19,6,2,0,0.4309058841775285,OWN,DIVORCED,MASTER,MALE,0
665.3725105945528,87624.49772085738,30403.085822463196,30,62,31,1,1,0.24724729471637014,MORTGAGE,MARRIED,MASTER,MALE,0
655.8208718446,71195.70670323307,17269.146453916535,30,22,18,2,3,0.09706141868862438,OWN,MARRIED,HIGH_SCHOOL,MALE,1
535.7029702169377,128207.02149869221,5000.0,15,44,1,1,4,0.16667383336712324,MORTGAGE,MARRIED,DOCTORATE,MALE,0
685.7787360348283,66261.22513239537,33333.26691629308,15,42,9,2,3,0.13539731702903812,RENT,SINGLE,HIGH_SCHOOL,MALE,0
